sampleTimeStamp.seconds;sampleTimeStamp.microseconds;lat;lon;speed;accel_lon;accel_trans;accel_down
1646666481;143091;57.719199254;11.956856211;0.02256912;-0.002754319;-0.01676844;0.02804326
1646666481;243032;57.71919926;11.956856199;0.0226805;-0.03683806;0.03629551;0.05831784
1646666481;343050;57.719199266;11.956856187;0.02289735;-0.03111924;0.08041904;0.1145443
1646666481;443443;57.719199271;11.956856175;0.02292467;-0.09203677;0.06555699;0.1383178
1646666481;543082;57.719199277;11.956856163;0.02331121;-0.1004347;0.03643442;0.1260805
1646666481;643068;57.719199283;11.956856151;0.02324359;-0.08379102;0.02781642;0.08299606
1646666481;743085;57.719199289;11.956856138;0.02341671;-0.07948764;0.01228033;0.0491372
1646666481;843064;57.719199295;11.956856125;0.02256547;-0.006979004;0.01533209;0.01678581
1646666481;943048;57.7191993;11.956856111;0.02292566;0.009533675;0.005391305;-0.02088752
1646666482;43070;57.719199307;11.956856099;0.0229877;0.05721093;-0.04954144;-0.09277916
1646666482;143105;57.719199313;11.956856085;0.02265436;0.08763285;-0.03956602;-0.1260875
1646666482;243064;57.719199318;11.95685607;0.0223298;0.1075595;-0.06678684;-0.1560795
1646666482;343054;57.719199323;11.956856061;0.02256194;0.09780673;-0.03725822;-0.09963117
1646666482;443296;57.719199328;11.956856051;0.0229588;0.05315609;0.03139761;-0.04630575
1646666482;543066;57.719199331;11.95685604;0.02284906;0.03023316;0.03444959;-0.02805329
1646666482;643089;57.719199335;11.956856029;0.02391444;-0.02245899;-0.03236717;0.02059469
1646666482;743114;57.719199341;11.956856019;0.02330304;-0.06259716;0.04867963;0.1156069
1646666482;843097;57.719199345;11.956856008;0.02428089;-0.09349006;0.09950669;0.1735761
1646666482;943121;57.719199349;11.956855996;0.02359989;-0.1022189;0.05033571;0.1538075
1646666483;43094;57.719199353;11.956855985;0.02325608;-0.097242;0.02646404;0.1003915
1646666483;143143;57.719199358;11.956855974;0.02434801;-0.08767147;0.0005253155;0.01022383
1646666483;243102;57.719199363;11.956855962;0.02321049;-0.009278188;-0.02088252;0.01381954
1646666483;343113;57.719199364;11.956855955;0.0224802;-0.01133872;-0.01285122;-0.03779265
1646666483;443409;57.719199364;11.956855945;0.0230538;0.01956518;-0.0001052764;-0.04026416
1646666483;543113;57.719199364;11.956855934;0.02268863;0.06839815;-0.03133048;-0.1479916
1646666483;643148;57.719199364;11.956855924;0.0226775;0.08822225;-0.08240804;-0.1549743
1646666483;743134;57.719199365;11.956855913;0.02217271;0.1063702;-0.05420356;-0.07040208
1646666483;843118;57.719199366;11.956855904;0.02273118;0.03045475;-0.02655737;-0.05775134
1646666483;943132;57.719199366;11.956855892;0.02323576;0.05865609;0.06010939;-0.02229015
1646666484;43183;57.719199366;11.956855881;0.02240971;-0.01428838;0.01492778;0.06262071
1646666484;143179;57.719199366;11.95685587;0.02422766;-0.05823767;0.04057002;0.05680253
1646666484;243198;57.719199367;11.956855859;0.02282292;-0.07144266;0.05167057;0.1020017
1646666484;343152;57.719199364;11.956855849;0.0232793;-0.08488205;0.05201066;0.1794177
1646666484;443452;57.719199362;11.956855838;0.02301107;-0.09983954;0.05703441;0.0916857
1646666484;543138;57.719199361;11.956855828;0.02250977;-0.07007903;0.01047019;0.05782405
1646666484;643199;57.71919936;11.956855818;0.02375717;-0.05714149;0.01479813;0.00474307
1646666484;743184;57.719199359;11.956855805;0.02310679;-0.003075302;-0.01612969;-0.04418391
1646666484;843152;57.719199358;11.956855794;0.02188073;0.06913193;-0.02021895;-0.09247166
1646666484;943148;57.719199356;11.956855784;0.02173366;0.06924757;-0.02918704;-0.1062714
1646666485;43187;57.719199355;11.956855773;0.02250575;0.04464766;-0.03917872;-0.1165278
1646666485;143220;57.719199354;11.956855759;0.02248536;0.09968381;-0.03439177;-0.1339985
1646666485;243162;57.719199353;11.956855749;0.02157491;0.05100789;-0.04561327;-0.0243747
1646666485;343187;57.719199355;11.956855746;0.02238145;0.03236231;-0.003067862;-0.01589262
1646666485;443579;57.719199358;11.956855741;0.0226858;-0.03087429;0.1130042;0.09706608
1646666485;543191;57.719199357;11.956855734;0.02476844;-0.08674658;0.08241387;0.1052449
1646666485;643192;57.719199355;11.956855725;0.0244019;-0.0878685;-0.04204125;0.05902202
1646666485;743189;57.719199358;11.95685572;0.02242064;-0.07321844;-0.007303876;0.1199063
1646666485;843162;57.719199362;11.956855717;0.0231738;-0.09613131;0.03813773;0.07932943
1646666485;943219;57.719199363;11.956855708;0.02481631;-0.01551746;0.02256722;-0.06497303
1646666486;43194;57.719199362;11.956855698;0.02282165;0.04878793;0.01425229;-0.03876868
1646666486;143200;57.719199363;11.956855691;0.02122619;0.07880428;-0.09635899;-0.138257
1646666486;243206;57.719199366;11.956855685;0.02254961;0.06771667;-0.02324779;-0.1714407
1646666486;343184;57.719199367;11.956855677;0.0229661;0.1120775;-0.0127976;-0.09588255
1646666486;443519;57.719199366;11.956855668;0.02252019;0.05452482;-0.00331769;-0.04277351
1646666486;543201;57.719199364;11.956855658;0.02305985;0.0002282375;-0.007329109;0.02542038
1646666486;643237;57.719199366;11.956855648;0.02488241;0.03186111;0.02789832;0.1296272
1646666486;743289;57.719199366;11.956855639;0.02268988;-0.04036299;0.1414187;0.1036266
1646666486;843233;57.719199365;11.956855628;0.02341609;-0.03763719;0.02930659;0.07101871
1646666486;943242;57.719199365;11.956855619;0.02208189;-0.03678881;-0.04634454;0.03438872
1646666487;43251;57.719199366;11.95685561;0.0237553;-0.09802921;0.0409326;0.06336049
1646666487;143287;57.719199366;11.9568556;0.02370684;-0.0448634;0.04445298;-0.0009924445
1646666487;243259;57.719199365;11.95685559;0.02315482;-0.01236422;-0.01437875;-0.03272825
1646666487;343238;57.719199362;11.956855584;0.0226988;0.04272633;-0.06591476;-0.04771418
1646666487;443604;57.71919936;11.956855581;0.02176322;0.03540896;0.01216032;-0.08721784
1646666487;543241;57.719199357;11.956855576;0.02378596;0.0279179;0.01359119;-0.07727052
